ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,nam
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE43,Kinh tế quốc tế (CLC),34.5,"A01, D01, D09, D10",2020
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE40,Quản trị kinh doanh (CLC),33.45,"A01, D01, D09, D10",2020
QHE,Đại học Kinh Tế - Đại học Quốc Gia Hà Nội,Hà Nội,QHE41,Tài chính - Ngân hàng (CLC),32.72,"A01, D01, D09, D10",2020
QHS,Đại học Giáo dục - Đại học Quốc gia Hà Nội,Hà Nội,GD4,Giáo dục Tiểu học,25.3,"A00, B00, C00, D01",2020
QHS,Đại học Giáo dục - Đại học Quốc gia Hà Nội,Hà Nội,GD5,Giáo dục mầm non,19.25,"A00, B00, C00, D01",2020
QHS,Đại học Giáo dục - Đại học Quốc gia Hà Nội,Hà Nội,GD3,Quản trị trường học,17.0,"A00, B00, C00, D01",2020
QHS,Đại học Giáo dục - Đại học Quốc gia Hà Nội,Hà Nội,GD1,Sư phạm Sinh học,22.75,"A00, A01, B00, D01",2020
QHS,Đại học Giáo dục - Đại học Quốc gia Hà Nội,Hà Nội,GD2,Sư phạm Lịch sử,23.3,"C00, D01, D14, D15",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT15,Công nghệ kỹ thuật môi trường,18.0,"A00, A01, B00, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT07,Công nghệ kỹ thuật hoá học,24.8,"A00, B00, C02, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT05,Công nghệ kỹ thuật hạt nhân,20.5,"A00, A01, A02, C01",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT09,Công nghệ sinh học,25.9,"A00, A02, B00, B08",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT10,Địa lí tự nhiên,18.0,"A00, A01, B00, D10",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT18,Địa chất học,17.0,"A00, A01, D07, D10",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT17,Hải dương học,17.0,"A00, A01, B00, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT43,Hoá dược**,23.8,"A00, B00, C02, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT06,Hoá học,24.1,"A00, B00, C02, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT16,Khí tượng và khí hậu học,18.0,"A00, A01, B00, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT96,Khoa học và công nghệ thực phẩm,24.4,"A00, A01, B00, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT93,Khoa học dữ liệu,25.2,"A00, A01, D07, D08",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT13,Khoa học môi trường,17.0,"A00, A01, B00, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT91,Khoa học thông tin địa không gian*,18.0,"A00, A01, B00, D10",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT04,Khoa học vật liệu,21.8,"A00, A01, A02, C01",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT94,Kỹ thuật điện tử và tin học,25.0,"A00, A01, A02, C01",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT12,Quản lý đất đai,20.3,"A00, A01, B00, D10",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT20,Quản lý tài nguyên và môi trường,17.0,"A00, A01, D07, D10",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT95,Quản lý phát triển đô thị và bất động sản,21.4,"A00, A01, B00, D10",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT08,Sinh học,23.1,"A00, A02, B00, B08",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT92,Tài nguyên và môi trường nước*,17.0,"A00, A01, B00, D07",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT01,Toán học,23.6,"A00, A01, D07, D08",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT02,Toán tin,25.2,"A00, A01, D07, D08",2020
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT03,Vật lí học,22.5,"A00, A01, A02, C01",2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX01,Báo chí,28.5,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX01,Báo chí,28.5,"D01, D78",2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX01,Báo chí,28.5,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX02,Chính trị hoc,18.75,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX02,Chính trị hoc,18.75,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX02,Chính trị hoc,18.75,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX02,Chính trị hoc,18.75,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX02,Chính trị hoc,18.75,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX03,Công tác xã hội,26.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX03,Công tác xã hội,26.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX03,Công tác xã hội,26.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX03,Công tác xã hội,26.0,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX05,Đông phương học,25.75,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX04,Đông Nam Á học,20.5,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX05,Đông phương học,25.75,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX04,Đông Nam Á học,20.5,D14,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX05,Đông phương học,25.75,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX04,Đông Nam Á học,20.5,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX05,Đông phương học,25.75,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX04,Đông Nam Á học,20.5,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX26,Hàn Quốc học,26.25,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX06,Hán Nôm,23.75,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX26,Hàn Quốc học,26.25,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX26,Hàn Quốc học,26.25,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX06,Hán Nôm,23.75,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX06,Hán Nôm,23.75,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX06,Hán Nôm,23.75,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX26,Hàn Quốc học,26.25,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX07,Khoa học quản lý,23.25,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX07,Khoa học quản lý,23.25,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX07,Khoa học quản lý,23.25,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX07,Khoa học quản lý,23.25,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX08,Lich sử,21.5,D14,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX08,Lich sử,21.5,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX08,Lich sử,21.5,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX08,Lich sử,21.5,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX08,Lich sử,21.5,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX09,Lưu trữ học,23.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX09,Lưu trữ học,23.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX09,Lưu trữ học,23.0,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX09,Lưu trữ học,23.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX09,Lưu trữ học,23.0,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX10,Ngôn ngữ học,18.0,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX10,Ngôn ngữ học,18.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX10,Ngôn ngữ học,18.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX10,Ngôn ngữ học,18.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX11,Nhân học,21.25,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX11,Nhân học,21.25,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX11,Nhân học,21.25,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX11,Nhân học,21.25,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX11,Nhân học,21.25,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX12,Nhật Bản học,20.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX12,Nhật Bản học,20.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX12,Nhật Bản học,20.0,D06,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX17,Quản tri văn phòng,28.5,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX16,Quản trị khách sạn,24.25,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,25.75,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX14,Quản lý thông tin,24.25,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX17,Quản tri văn phòng,28.5,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX16,Quản trị khách sạn,24.25,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX14,Quản lý thông tin,24.25,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX13,Quan hệ công chúng,24.75,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX13,Quan hệ công chúng,24.75,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX16,Quản trị khách sạn,24.25,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX14,Quản lý thông tin,24.25,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX13,Quan hệ công chúng,24.75,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX17,Quản tri văn phòng,28.5,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,25.75,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX17,Quản tri văn phòng,28.5,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,25.75,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX14,Quản lý thông tin,24.25,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX16,Quản trị khách sạn,24.25,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,25.75,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX13,Quan hệ công chúng,24.75,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX17,Quản tri văn phòng,28.5,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX18,Quốc tế học,28.75,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX18,Quốc tế học,28.75,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX18,Quốc tế học,28.75,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX18,Quốc tế học,28.75,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX19,Tâm lý học,28.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX19,Tâm lý học,28.0,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX19,Tâm lý học,28.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX19,Tâm lý học,28.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX20,Thông tin - thư viện,16.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX20,Thông tin - thư viện,16.0,D14,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX20,Thông tin - thư viện,16.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX20,Thông tin - thư viện,16.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX21,Tôn giáo học,17.0,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX21,Tôn giáo học,17.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX21,Tôn giáo học,17.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX21,Tôn giáo học,17.0,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX21,Tôn giáo học,17.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX22,Triết học,18.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX22,Triết học,18.0,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX22,Triết học,18.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX22,Triết học,18.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX23,Văn học,18.0,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX27,Văn hóa học,18.5,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX27,Văn hóa học,18.5,D14,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX23,Văn học,18.0,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX27,Văn hóa học,18.5,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX27,Văn hóa học,18.5,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX23,Văn học,18.0,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX23,Văn học,18.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX27,Văn hóa học,18.5,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX24,Việt Nam học,22.25,C00,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX24,Việt Nam học,22.25,D04,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX24,Việt Nam học,22.25,D01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX24,Việt Nam học,22.25,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX25,Xã hội học,18.0,D78,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX25,Xã hội học,18.0,A01,2020
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Hà Nội,QHX25,Xã hội học,18.0,D01,2020
